gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5229457850	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126845449	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden, Sjötorp, Lyckorna, Ljung, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.20742	11.89793	47.0						2025-07-22T11:20/2025-07-22T14:55	22	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126845449				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:09:15.155Z		
5229321403	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126540760	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Hällesö, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.3806	12.06083	750.0						2025-07-09	9	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126540760				CC0_1_0	Jonathan Börjesson	Jonathan Börjesson, Annika Börjesson, Emma Börjesson, Ingemar Börjesson			2025-07-26T19:05:00.397Z		
5229243652	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126829054	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Skarholmen, Vg	Västergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.57946	11.7921	10.0						2025-07-22	22	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126829054				CC0_1_0	Albin Stjernman	Albin Stjernman, Henrik Stjernman			2025-07-26T18:58:13.501Z		
5229194622	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126748151	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Landabukten, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.32701	12.15456	50.0						2025-07-18	18	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126748151				CC0_1_0	Alec Bailey	Alec Bailey			2025-07-26T18:57:02.958Z		
5229088538	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126556326	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden i N, Strande ö, Resteröd, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.25391	11.84955	25.0						2025-07-09T13:05	9	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126556326				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:07:15.105Z		
5214587319	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126486979	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Saltö västra bryggan, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.87922	11.12229	50.0						2025-07-05	5	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126486979				CC0_1_0	Emma Nordenberg	Emma Nordenberg			2025-07-26T19:06:38.917Z		
5214579398	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126440926	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Klevs strandäng, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.49968	11.95648	250.0						2025-07-05T09:15/2025-07-05T13:45	5	7	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126440926				CC0_1_0	Uno Unger	Uno Unger, Erik Ljungstrand, Eva Andersson, Mårten Hammar			2025-07-26T18:56:19.480Z		
5202176752	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126132972	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Olle P strand, boke, Boh	Bohuslän	PRESENT	100	b8323864-602a-4a7d-9127-bb903054e97d	58.29303	11.66706	10.0						2025-06-22T11:00/2025-06-22T12:00	22	6	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126132972				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson, Birger Emanuelsson			2025-07-26T19:04:36.727Z		
5195506385	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126030826	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Jordfall dykplats, väst, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.32986	11.56968	100.0						2020-05-03T14:30/2020-05-03T15:30	3	5	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126030826				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T18:56:17.817Z		
5195478515	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126060763	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Ringenäs skjutfält, västra stranden, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.6837	12.67979	310.0						2025-06-04	4	6	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126060763				CC0_1_0	Ola Elleström	Ola Elleström			2025-07-26T18:58:24.033Z		
5195382011	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126029972	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Jordfall dykplats, väst, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.32986	11.56968	100.0						2020-05-03	3	5	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126029972				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:09:32.385Z		
5195373641	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126061299	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Släggö, dykplats, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.2674	11.4344	100.0						2022-07-15	15	7	2022	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126061299				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:02:07.114Z		
5195241360	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126021636	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Åstol, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.92285	11.58484	500.0						2025-06-13	13	6	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126021636				CC0_1_0	Bengt Westman	Bengt Westman			2025-07-26T18:57:27.019Z		
5195230100	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126059782	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Skår, dykplats, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.29885	11.53046	100.0						2022-07-30T10:30/2022-07-30T11:30	30	7	2022	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126059782				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:07:56.287Z		
5195226553	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:126061774	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Skalla hamn, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.3648	11.99918	300.0						2025-06-17	17	6	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	126061774				CC0_1_0	Olle Hydén	Olle Hydén			2025-07-26T18:59:39.395Z		
5195162062	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:125994551	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Resö, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.79278	11.16944	500.0						2019-08-14	14	8	2019	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	125994551				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:08:44.401Z		
5195145646	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:125974359	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden i N, Strande ö, Resteröd, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.25391	11.84955	25.0						2025-06-14T12:16/2025-06-14T14:02	14	6	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	125974359				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:09:19.543Z		
5185081710	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:125816574	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Jordfall dykplats, väst, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.32986	11.56968	100.0						2025-04-04	4	4	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	125816574				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T18:58:20.694Z		
5184966877	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:125814409	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Bunkeflostrand, grundområden nord, Bunkeflostrand, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	55.55439	12.89956	500.0						2024-05-21T10:00/2024-05-21T11:00	21	5	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	125814409				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:05:26.397Z		
5169125437	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:125413410	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Djupepall, Kalvöfjorden, Bokenäs, Boh	Bohuslän	PRESENT	100	b8323864-602a-4a7d-9127-bb903054e97d	58.29443	11.66923	50.0						2025-05-24T12:00/2025-05-24T12:30	24	5	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	125413410				CC0_1_0	Andreas Emanuelsson	Andreas Emanuelsson			2025-07-26T19:02:50.904Z		
5105112612	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:123684947	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Gåsevik, Skaftö, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.24618	11.43684	25.0						2025-04-01T12:13/2025-04-01T15:37	1	4	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	123684947				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:04:47.924Z		
5105048909	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:123554587	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Lomma kustdammar, kring fyrkantsdammen, Lomma Kommun, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	55.68402	13.05731	500.0						2025-03-28T15:34/2025-03-28T17:55	28	3	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	123554587				CC0_1_0	Björn Abelson	Björn Abelson, Patrik Lauthers			2025-07-26T19:07:50.159Z		
5084192725	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122792435	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden, Stabukten, Mollön, Herrestad, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.3283	11.81764	25.0						2025-02-27T13:20/2025-02-27T13:28	27	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122792435				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:05:02.973Z		
5084167846	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122725983	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera noltii		SPECIES	Zostera noltii Hornem.	Zostera noltii	Hornem.	SE	Stenhuggeriets strand, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.64777	12.78948	268.0						2025-02-23	23	2	2025	2863938	2863938	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122725983				CC0_1_0	Per Wahlén	Per Wahlén			2025-07-26T18:57:55.829Z		
5069014597	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122582796	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Grundsund udden, Skinteboviken, Vg	Västergötland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	57.58294	11.92786	5.0						2025-02-12	12	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122582796				CC0_1_0	Annika Leonard	Annika Leonard			2025-07-26T19:02:54.508Z		
5062237807	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122510477	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Glimminge plantering, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.38053	12.68768	25.0						2025-02-07T15:00	7	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122510477				CC0_1_0	Anders Carlberg	Anders Carlberg, Joakim Johansson			2025-07-26T18:59:32.635Z		
5062193282	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122551053	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stora Amundö, Kungsviken, Vg	Västergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.58986	11.91063	250.0						2025-02-10	10	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122551053				CC0_1_0	Lars Erik Norbäck	Lars Erik Norbäck			2025-07-26T18:59:19.100Z		
5061861572	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122451765	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Kungsviken, Stora Amundö, Vg	Västergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.58821	11.90869	250.0						2025-02-01T15:40/2025-02-01T16:30	1	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122451765				CC0_1_0	Uno Unger	Uno Unger			2025-07-26T18:59:15.218Z		
5061810704	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122400815	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stockevik, Skaftö, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.23619	11.43177	25.0						2025-01-31T12:12/2025-01-31T15:00	31	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122400815				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:04:55.174Z		
5061800911	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122413591	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Havsbaden, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.26058	12.83382	48.0						2025-02-01T15:12	1	2	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122413591				CC0_1_0	Joakim Setterlund	Joakim Setterlund			2025-07-26T19:01:00.232Z		
5061742751	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122339860	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Habsbaden, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.26083	12.8341	5.0						2025-01-19T15:10/2025-01-19T16:00	19	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122339860				CC0_1_0	Joakim Ekman	Joakim Ekman, Björn Owe-Larsson, Gabriel Ekman			2025-07-26T19:02:33.401Z		
5061729652	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122333753	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden, Stabukten, Mollön, Herrestad, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.3283	11.81764	25.0						2025-01-26T12:40/2025-01-26T13:58	26	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122333753				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T18:59:58.224Z		
5061720815	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122343949	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Grötö Knötens naturreservat, Grötö, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.69949	11.67955	399.0						2024-09-01	1	9	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122343949				CC0_1_0	Linnea Rösiö	Linnea Rösiö			2025-07-26T18:56:51.709Z		
5052074412	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122142730	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stranden N Skäddehålan, Stillingsön, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.19287	11.85731	25.0						2025-01-15T11:37/2025-01-15T13:38	15	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122142730				CC0_1_0	Rune Hixén	Rune Hixén			2025-07-26T19:07:16.318Z		
5051988263	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122225122	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Margereteberg strand, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.21043	12.54116	50.0						2025-01-18	18	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122225122				CC0_1_0	Lars Salomon	Lars Salomon, Magnus Nilsson			2025-07-26T19:07:20.293Z		
5029028379	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122047159	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Nyhamnsläge Strandbaden NR, Nyhamnsläge, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.23099	12.53677	400.0						2025-01-10T14:47/2025-01-10T15:50	10	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122047159				CC0_1_0	Björn Abelson	Björn Abelson, Patrik Lauthers			2025-07-26T19:00:55.818Z		
5029000440	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122051537	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Grå Läge, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.12866	12.59584	150.0						2025-01-11	11	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122051537				CC0_1_0	Göran Paulson	Göran Paulson			2025-07-26T19:03:35.141Z		
5028981250	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:122084416	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Naturrum Öresund, Ribersborg, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	55.59833	12.94803	25.0						2025-01-12	12	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	122084416				CC0_1_0	Mikael Bauer	Mikael Bauer			2025-07-26T19:03:38.454Z		
5004674009	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121866906	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Ribersborgsstranden T-bryggan till Naturum, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	55.59939	12.95457	300.0						2024-12-27	27	12	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121866906				CC0_1_0	Johan Niss	Johan Niss			2025-07-26T19:02:36.663Z		
5004568475	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121980268	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Hagöns NR söder, Hl	Halland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.6268	12.90699	680.0						2025-01-07	7	1	2025	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121980268				CC0_1_0	Per Wahlén	Per Wahlén			2025-07-26T19:02:49.933Z		
5000680010	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121772524	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Måkläppen, Sk	Skåne	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	55.37434	12.81141	250.0						2024-12-26	26	12	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121772524				CC0_1_0	Ola Elleström	Ola Elleström, Jesper Segergren			2025-07-26T18:59:52.525Z		
4998587796	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121676163	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Ryds kile, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.74147	11.69334	100.0						2024-04-01/2024-09-01			2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121676163				CC0_1_0	Per Karlsson Linderum	Per Karlsson Linderum			2025-07-26T19:03:11.026Z		
4998573590	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121703458	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Saltsjönäs, Vg	Västergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.6157	11.90076	10.0						2024-12-21T10:20/2024-12-21T10:45	21	12	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121703458				CC0_1_0	Lars Erik Norbäck	Lars Erik Norbäck			2025-07-26T19:01:03.093Z		
4997837862	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:121637855	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Inre Askimsviken äng1_11, Vg	Västergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	57.62262	11.92384	5.0						2024-08-29T12:44/2024-08-29T12:45	29	8	2024	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	121637855				CC0_1_0	Göteborgs Stad	Johanna Bergkvist			2025-07-26T19:05:11.606Z		
